gene,log2FC,mean_tumor,mean_normal,t_statistic,p_value,n_tumor,n_normal,fdr,abs_log2FC,regulation
PHYHD1,-1.4379051853112759,3.2967499091559866,4.7346550944672625,-9.210775545658832,1.7116278091385978e-15,98,50,1.1966837942701818e-14,1.4379051853112759,DOWN
ALDH3B2,1.4375563269398324,2.750406114359045,1.3128497874192124,7.980774919045455,5.010294714324998e-13,98,50,2.671705803071141e-12,1.4375563269398324,UP
KCNQ3,1.4365530955257706,3.0552234394526554,1.6186703439268848,8.665640793572418,8.166965044955861e-15,98,50,5.2848219198746855e-14,1.4365530955257706,UP
GGCT,1.4362483617507484,5.675579580526434,4.2393312187756855,14.88502903395342,2.9191415283099363e-30,98,50,1.0970411876867627e-28,1.4362483617507484,UP
BEX1,-1.4356078913804684,1.2107093218800788,2.6463172132605473,-6.127922878138818,8.26033321143457e-09,98,50,2.7707646083237688e-08,1.4356078913804684,DOWN
AF131215.6,-1.4346028946772833,1.3045632839554764,2.7391661786327597,-12.773140596886579,2.7405117712795305e-25,98,50,5.622613897510029e-24,1.4346028946772833,DOWN
ETV1,-1.4343244317478043,3.57842150463611,5.012745936383914,-10.555538988860535,2.1850681838892815e-19,98,50,2.315327350598041e-18,1.4343244317478043,DOWN
POSTN,1.434001155801191,6.7709433427615595,5.336942186960369,6.271388214358945,9.767712877174047e-09,98,50,3.250961117858366e-08,1.434001155801191,UP
IL5RA,-1.4339174377874733,0.7132130590549768,2.14713049684245,-8.789199814745604,2.4875900877805436e-13,98,50,1.3675160889359187e-12,1.4339174377874733,DOWN
IGHV5-78,1.4338104814997874,2.4747473943373226,1.0409369128375352,8.539650138625296,1.818603746685005e-14,98,50,1.1279802553315042e-13,1.4338104814997874,UP
AC067817.2,-1.4336632934147975,0.9709264845349109,2.4045897779497083,-10.429051714753287,6.846126464635446e-17,98,50,5.540364033931802e-16,1.4336632934147975,DOWN
AHNAK2,1.4336610679561428,3.66314796945065,2.229486901494507,6.961570793673457,1.076101198350461e-10,98,50,4.533734068642878e-10,1.4336610679561428,UP
PLPP3,-1.43211744118726,4.866605073145177,6.298722514332437,-13.420213692585008,1.995805219577324e-26,98,50,4.600144507273435e-25,1.43211744118726,DOWN
NKG7,-1.4320012088429097,4.7123525669815605,6.14435377582447,-7.895427582251341,7.846813668896811e-13,98,50,4.079516039191939e-12,1.4320012088429097,DOWN
IGHV1-69-2,1.431796534413377,4.022181453064434,2.590384918651057,3.0540973455267544,0.002804746418027266,98,50,0.004732544841159494,1.431796534413377,UP
CENPI,1.430483969306713,2.1320707173831224,0.7015867480764093,13.95716307860976,7.399412820290396e-26,98,50,1.6131537562909338e-24,1.430483969306713,UP
NOS1,-1.4303937609172719,0.37236200208946424,1.8027557630067361,-10.135658202619364,1.792333240400079e-16,98,50,1.3894984217325564e-15,1.4303937609172719,DOWN
RNU4-47P,-1.4303027150127734,1.960214185487063,3.3905169004998363,-9.84584119638011,3.557461772057574e-17,98,50,2.9640507078841186e-16,1.4303027150127734,DOWN
MAGI2-AS3,-1.429891137991771,1.5933937694507763,3.023284907442547,-15.256172930787878,1.986525504195312e-30,98,50,7.715383503498721e-29,1.429891137991771,DOWN
AP003498.2,-1.4298727025544853,3.130456198553741,4.560328901108226,-10.0052296216916,8.969326659400326e-18,98,50,8.003836046583828e-17,1.4298727025544853,DOWN
SLC27A3,-1.4293741347138162,4.202213271697606,5.631587406411422,-13.783639877579862,4.33781103472252e-28,98,50,1.2261462996429128e-26,1.4293741347138162,DOWN
AC021016.1,-1.4292797992476503,1.8639925069337975,3.2932723061814477,-19.16397484185738,1.1410006717184213e-38,98,50,1.758745566640973e-36,1.4292797992476503,DOWN
WNT9A,-1.4291141823894389,2.6961521900341454,4.125266372423584,-10.342352431405986,7.901173263544159e-19,98,50,7.869265446225456e-18,1.4291141823894389,DOWN
AC018529.1,-1.4289046234430303,0.5351380657489552,1.9640426891919855,-10.92493070140727,4.293356936897647e-17,98,50,3.542782616687184e-16,1.4289046234430303,DOWN
GLB1L3,1.4287551836896188,1.7163173451460232,0.2875621614564044,7.604755331936466,1.2156356298337386e-11,98,50,5.627520172834271e-11,1.4287551836896188,UP
HLA-E,-1.4282161432341596,9.797225913920204,11.225442057154364,-14.49472046354365,1.3188817908138078e-29,98,50,4.565182058378321e-28,1.4282161432341596,DOWN
SLC16A14,1.427860937917799,3.4920350429030234,2.0641741049852245,7.090271853132869,6.57224213293828e-11,98,50,2.831230071678434e-10,1.427860937917799,UP
COL4A4,-1.4275652949014037,3.0636639024700085,4.491229197371412,-8.361287128986204,4.7482649016084766e-14,98,50,2.8141563985802115e-13,1.4275652949014037,DOWN
EDN2,1.427454998241205,2.9936747419599157,1.5662197437187106,5.687095431937309,7.524784302016095e-08,98,50,2.2552634707394433e-07,1.427454998241205,UP
SHISA2,-1.4269054624480435,2.443508756822198,3.8704142192702413,-6.435907648567546,1.6841754758598816e-09,98,50,6.1580396847137625e-09,1.4269054624480435,DOWN
LINC01436,1.4260237966699745,3.200000058489442,1.7739762618194674,5.291687143741335,4.482691870501552e-07,98,50,1.2236235556861596e-06,1.4260237966699745,UP
AC073149.1,-1.4258908923169655,0.9718274979060665,2.397718390223032,-8.956229320746619,7.200000506776524e-15,98,50,4.692963660346905e-14,1.4258908923169655,DOWN
SRGN,-1.4254695878657344,8.24262689119513,9.668096479060864,-10.536609249786087,1.3016688661422886e-19,98,50,1.4243997076532086e-18,1.4254695878657344,DOWN
IGLV5-37,1.4253381408952297,2.677068968136033,1.2517308272408032,5.104593530900213,1.01781733013109e-06,98,50,2.6707721669751835e-06,1.4253381408952297,UP
ARRDC4,-1.4251911340420906,3.9590831112253873,5.384274245267478,-14.820139462943963,1.3213642263919747e-30,98,50,5.26677094681084e-29,1.4251911340420906,DOWN
AC010789.1,1.4244599886358198,1.4791939424942,0.054733953858380306,8.260567703773114,6.830793229950698e-13,98,50,3.5814921718556276e-12,1.4244599886358198,UP
MMP10,1.4235497666445824,2.1831999072844197,0.7596501406398372,6.1550677498338935,7.636541961939075e-09,98,50,2.570704195684319e-08,1.4235497666445824,UP
BMP5,-1.4234582444325596,3.1637938145030793,4.587252058935639,-8.174788022192612,1.3519186156772809e-13,98,50,7.627496221707965e-13,1.4234582444325596,DOWN
RNASE1,-1.423260803316051,9.938823769415063,11.362084572731113,-8.643136553016438,2.6135063350895048e-14,98,50,1.5910052450267182e-13,1.423260803316051,DOWN
JSRP1,1.4232497985142611,2.3565230475981345,0.9332732490838732,9.022090727000128,1.2533989107764228e-15,98,50,8.887416928993215e-15,1.4232497985142611,UP
ZEB1,-1.423164596411389,3.0860666494193327,4.509231245830722,-11.950430255178855,1.831198839303891e-21,98,50,2.4406355892364825e-20,1.423164596411389,DOWN
GPR4,-1.4228801432447993,2.7451221041957297,4.168002247440529,-9.195316835387114,6.386342974968664e-15,98,50,4.1889144579831037e-14,1.4228801432447993,DOWN
ST6GALNAC3,-1.4223537529993189,1.1425831115000242,2.564936864499343,-14.895805131328773,1.370510739415392e-28,98,50,4.109449375177156e-27,1.4223537529993189,DOWN
BICDL1,1.4221144876336025,3.357002701330953,1.9348882136973504,10.03302256712926,2.4373276224027883e-18,98,50,2.3075083488487052e-17,1.4221144876336025,UP
LINC01506,-1.4215052404798738,0.5681656124201466,1.9896708529000204,-13.953543177202445,8.809188026123294e-23,98,50,1.3564928176335695e-21,1.4215052404798738,DOWN
REEP6,1.421175582737674,4.413144326558386,2.9919687438207117,8.67368044677864,9.966449165370588e-15,98,50,6.394733074236153e-14,1.421175582737674,UP
CARD11,1.4207135749126096,4.0670529310710934,2.646339356158484,9.047476059414299,8.4101688966355425e-16,98,50,6.0603591063045755e-15,1.4207135749126096,UP
MAOA,-1.420512582195328,5.787996522707715,7.208509104903043,-8.155495042315218,3.5797964396876767e-13,98,50,1.938769798381495e-12,1.420512582195328,DOWN
ID3,-1.4198306813266974,6.142179746784927,7.562010428111624,-10.401088983269227,2.2985171222060196e-18,98,50,2.1823745342215962e-17,1.4198306813266974,DOWN
NCKAP1L,-1.4196137711499954,3.7352073602034377,5.154821131353433,-12.60672899949944,4.100216779992679e-25,98,50,8.208794773998076e-24,1.4196137711499954,DOWN
DEPTOR,1.4192644487385158,4.988413305256389,3.569148856517873,9.163532260818375,5.251712088967325e-16,98,50,3.876404022271804e-15,1.4192644487385158,UP
ZEB2,-1.4191295257500984,2.579230620255831,3.9983601460059295,-14.718762843103425,1.2933718252486809e-30,98,50,5.165632816226007e-29,1.4191295257500984,DOWN
SNORD63,-1.4190840332908643,0.09045460373206034,1.5095386370229247,-7.679725944336644,3.798459658655464e-10,98,50,1.5067070580070826e-09,1.4190840332908643,DOWN
C20orf202,-1.4183050046068644,0.6340192598625896,2.052324264469454,-16.494145175356966,2.321795042065813e-25,98,50,4.7867310532871986e-24,1.4183050046068644,DOWN
CFL2,-1.418302901918583,4.185510225930925,5.6038131278495085,-12.926050718910194,2.312213565851958e-25,98,50,4.7719637713660176e-24,1.418302901918583,DOWN
MAP6,-1.4181244243253948,1.920611949006411,3.338736373331806,-9.998507990771909,3.3729265901908616e-17,98,50,2.81505252218552e-16,1.4181244243253948,DOWN
INKA2,-1.416654218783051,2.056832157987554,3.4734863767706052,-16.509726472062535,3.3057424985352613e-35,98,50,2.8357521520043787e-33,1.416654218783051,DOWN
UTRN,-1.4165011975043544,4.58226380122234,5.998764998726695,-10.649913424491913,1.224954839995078e-18,98,50,1.2042032383210209e-17,1.4165011975043544,DOWN
GRHL3,1.416349433517338,1.7391642978128892,0.322814864295551,12.193760899654691,1.6984494649731502e-22,98,50,2.5082640676587016e-21,1.416349433517338,UP
PDE2A,-1.41625049827299,1.7354459507893865,3.1516964490623764,-9.979111783481235,7.512849863922651e-17,98,50,6.057561414597217e-16,1.41625049827299,DOWN
KLF13,-1.4159377546029077,4.921070449765486,6.337008204368393,-11.078336523663687,8.662707547252234e-21,98,50,1.0756149773900981e-19,1.4159377546029077,DOWN
AGR2,1.4154081049795835,8.357161423720425,6.941753318740842,6.735173726068981,4.675949217295665e-10,98,50,1.8301225561841593e-09,1.4154081049795835,UP
RAD51AP1,1.4153563063457568,3.3993802386597354,1.9840239323139786,11.472389329792891,1.1235540843158265e-21,98,50,1.5288084195552592e-20,1.4153563063457568,UP
SAMD5,-1.414696364462538,1.76451905230949,3.179215416772028,-10.27513636413391,7.239864220170417e-19,98,50,7.24721060699961e-18,1.414696364462538,DOWN
TSPAN12,-1.4131458822263632,5.252580569533777,6.66572645176014,-11.294589036710493,1.2693732871751603e-21,98,50,1.717745881753492e-20,1.4131458822263632,DOWN
DOCK11,-1.4129395419373356,3.5252994461762253,4.938238988113561,-13.962059364693076,1.710590954165739e-28,98,50,5.0751818835624106e-27,1.4129395419373356,DOWN
RBBP8NL,1.412487551469992,2.6016902939544417,1.1892027424844498,11.351823659147982,8.893760723158831e-22,98,50,1.2211127283780357e-20,1.412487551469992,UP
CYP2F1,-1.4116804420062266,0.6761012710291527,2.0877817130353793,-5.784793541253978,1.961504608697175e-07,98,50,5.584485704126301e-07,1.4116804420062266,DOWN
E2F2,1.411090013400238,2.180721715830604,0.7696317024303658,13.76273356595543,7.831063591608984e-27,98,50,1.9004536858849353e-25,1.411090013400238,UP
OASL,-1.4110735742124363,3.26367473360664,4.674748307819076,-9.15696122833709,4.464755310530189e-16,98,50,3.31912668714245e-15,1.4110735742124363,DOWN
RTN4RL1,-1.4107389706011337,1.7733467553485138,3.1840857259496476,-9.683948183049447,2.4281579028304315e-17,98,50,2.0596541454361314e-16,1.4107389706011337,DOWN
AL033519.4,-1.4101672529724123,0.8610102234378862,2.2711774764102985,-10.244383637386754,2.4899247970249696e-18,98,50,2.3550439235523802e-17,1.4101672529724123,DOWN
SIGLEC17P,-1.4093306442786968,1.1833828304276186,2.5927134747063154,-12.421726849978283,3.611235391588997e-23,98,50,5.802090739092094e-22,1.4093306442786968,DOWN
RBMS3,-1.4085389217825257,1.8609308575758623,3.269469779358388,-13.511423704873236,3.0979279544319238e-27,98,50,7.856313437139056e-26,1.4085389217825257,DOWN
MVB12B,-1.4075449487960991,3.390241953284791,4.79778690208089,-10.868126405344453,7.914049801782642e-20,98,50,8.806779615858518e-19,1.4075449487960991,DOWN
AL355796.1,1.4073073381714982,1.665180074508308,0.2578727363368098,8.516502826846422,5.87388238626352e-14,98,50,3.443726812843229e-13,1.4073073381714982,UP
SAXO2,-1.4063414710832776,1.3924154056774878,2.7987568767607653,-5.922975001039597,8.153269546172788e-08,98,50,2.434751144937023e-07,1.4063414710832776,DOWN
SIGLEC11,-1.4061679613346423,0.6425587658472305,2.0487267271818728,-13.48963151435723,5.476734232148975e-22,98,50,7.647272922880346e-21,1.4061679613346423,DOWN
IL4I1,1.4055688785478062,4.012001212858486,2.60643233431068,8.272592219397641,9.250901553846217e-14,98,50,5.313545492209196e-13,1.4055688785478062,UP
CACNG6,-1.4054287758699187,1.034637054959668,2.4400658308295866,-5.421096227632883,5.732099536463869e-07,98,50,1.5469063582879515e-06,1.4054287758699187,DOWN
ATP6V1C2,1.4048040803601414,2.198773762810827,0.7939696824506857,8.892402055589201,1.1368340504114764e-14,98,50,7.251773622573045e-14,1.4048040803601414,UP
ARNTL2,1.4047261529932558,3.3633235418315093,1.9585973888382535,8.291216661611593,1.2377261969422433e-13,98,50,7.005260431919237e-13,1.4047261529932558,UP
DNAJB4,-1.404646784312117,3.7572124745250663,5.161859258837183,-11.923267840559864,8.047858358695645e-22,98,50,1.1096033921527956e-20,1.404646784312117,DOWN
NXPH4,1.4040211417963975,1.9465808321341993,0.5425596903378018,7.660676970243082,7.15218025973371e-12,98,50,3.396209783984262e-11,1.4040211417963975,UP
IMPA1P1,-1.4036668023761139,0.5261396976599505,1.9298065000360645,-9.633277543090605,2.69143664259576e-15,98,50,1.8451023265606095e-14,1.4036668023761139,DOWN
RALGPS2,1.4036297346543876,3.6602657923747812,2.2566360577203937,14.066901487199315,1.3556756186218536e-28,98,50,4.071153722284501e-27,1.4036297346543876,UP
SCARNA21,1.4022232265754784,1.9962428303233728,0.5940196037478944,5.87350842728753,3.364353802898038e-08,98,50,1.0539647591485913e-07,1.4022232265754784,UP
LINC00857,1.4021451841194565,2.5093845198429645,1.107239335723508,13.698964925254751,1.547296999193457e-27,98,50,4.075857115365408e-26,1.4021451841194565,UP
GPC5,-1.401946420334237,0.9315660783093389,2.333512498643576,-10.445063891192138,2.1386889416079494e-19,98,50,2.2735093113106054e-18,1.401946420334237,DOWN
AC099509.1,1.401922833449985,1.7961161154985905,0.39419328204860554,8.969921748242031,5.924067555907311e-15,98,50,3.9025660393339317e-14,1.401922833449985,UP
HOXC10,1.4016531825653167,1.5431190624980653,0.1414658799327485,7.429109071387533,2.8895873259363206e-11,98,50,1.2939527449097506e-10,1.4016531825653167,UP
IGKV6D-21,1.4015201985302599,2.816426613668187,1.414906415137927,5.517485926311969,1.7170607721889891e-07,98,50,4.923355476716867e-07,1.4015201985302599,UP
ACTN2,-1.400948510071554,0.43183061244992993,1.832779122521484,-15.22284234976254,1.3634332591084241e-26,98,50,3.229356326795823e-25,1.400948510071554,DOWN
TXNDC17,1.4008542723694797,5.925279418142811,4.524425145773331,13.308603027412682,6.627043175586035e-27,98,50,1.6182123991870354e-25,1.4008542723694797,UP
ECM2,-1.4004021588536286,2.8023198150000237,4.202721973853652,-10.106487624673344,1.8841998915931103e-17,98,50,1.6128097119796992e-16,1.4004021588536286,DOWN
RARRES2,-1.399688588857945,6.495703808800512,7.895392397658457,-9.893720919972477,8.845945198436782e-18,98,50,7.900882696476129e-17,1.399688588857945,DOWN
DYDC2,-1.3994395042964227,1.1437496502716693,2.543189154568092,-5.607081540662303,3.5846879414174e-07,98,50,9.891733298484658e-07,1.3994395042964227,DOWN
B3GALNT1,-1.3991769256439297,2.5299057666265243,3.929082692270454,-11.734596218954039,9.311313107789124e-23,98,50,1.4274452806268798e-21,1.3991769256439297,DOWN
TMEM177,1.3973689240863991,3.9402185392779656,2.5428496151915665,17.992929495985052,4.118507021133487e-38,98,50,5.931251352333117e-36,1.3973689240863991,UP
NTNG1,-1.3971837589350604,0.6287120827653021,2.0258958417003625,-12.432184916020011,8.777816002432579e-24,98,50,1.5125441897641465e-22,1.3971837589350604,DOWN
AGMAT,1.3970789359934033,2.078759945351646,0.6816810093582429,15.698701834316763,2.942414569251761e-31,98,50,1.3045806618278033e-29,1.3970789359934033,UP
MMP17,1.395808542780298,2.4190708270785297,1.0232622842982317,10.394488529181757,8.368198167568619e-19,98,50,8.321801907566979e-18,1.395808542780298,UP
SMKR1,1.3957437537870891,2.828910794378605,1.433167040591516,6.910662073100928,1.398579552823167e-10,98,50,5.817831452076973e-10,1.3957437537870891,UP
CENPE,1.3956704111748786,2.1408202981903224,0.7451498870154437,13.1087268910072,1.5033594738779305e-24,98,50,2.8088335624632166e-23,1.3956704111748786,UP
QKI,-1.3956676746341294,4.244480669991704,5.640148344625834,-16.25570420590952,8.391442756436189e-34,98,50,5.593350188665068e-32,1.3956676746341294,DOWN
GFRA1,-1.3942658363988463,1.129966507899819,2.524232344298665,-9.413230702190027,9.76952268882604e-16,98,50,6.98126340639398e-15,1.3942658363988463,DOWN
CCNF,1.3940140389667297,3.059885580753073,1.6658715417863434,14.852544613301331,5.784161987491249e-30,98,50,2.0939727708844467e-28,1.3940140389667297,UP
P2RY14,-1.3939761464806142,2.2326119608578003,3.6265881073384145,-11.404201593891228,5.0880440934904636e-21,98,50,6.476587739649474e-20,1.3939761464806142,DOWN
INHA,1.3938183472542276,1.7639263900496125,0.3701080427953849,6.6124010229680845,1.7718003437997872e-09,98,50,6.452126390396789e-09,1.3938183472542276,UP
MIR3189,1.393590638064255,2.742294568996186,1.3487039309319309,5.63100140556352,1.0219286269165179e-07,98,50,3.013849298813587e-07,1.393590638064255,UP
SHE,-1.393013193199943,2.9148084906511933,4.307821683851136,-7.804391912205105,1.398417504702145e-12,98,50,7.1055311274203755e-12,1.393013193199943,DOWN
SMTNL2,-1.3929728043542875,1.214846789698048,2.6078195940523354,-11.27953157836836,4.253641846491529e-21,98,50,5.456720002033672e-20,1.3929728043542875,DOWN
GUCA2A,-1.3928304068701127,0.48664407042634483,1.8794744772964576,-8.669725329336964,3.193107235887545e-13,98,50,1.7393706726687262e-12,1.3928304068701127,DOWN
FKBP11,1.3926779124170432,4.4473616005110905,3.0546836880940473,14.590574655392768,5.326230992304414e-30,98,50,1.946046990336409e-28,1.3926779124170432,UP
ADAMTS14,1.392630426961416,2.1263994737811758,0.7337690468197596,11.581514110666076,2.577499102301777e-22,98,50,3.72830332026496e-21,1.392630426961416,UP
HELLS,1.3925694080814495,2.3595011493750495,0.9669317412936,14.689147835517934,5.262877554590417e-29,98,50,1.6856586712998202e-27,1.3925694080814495,UP
CBX2,1.3923791578487394,2.8637178174540345,1.471338659605295,8.767058282529444,5.011562817850085e-15,98,50,3.3359694465648507e-14,1.3923791578487394,UP
AC009065.5,1.3922607938488512,1.8463346608946056,0.4540738670457544,10.46832953931815,7.377635858241017e-19,98,50,7.370164834587103e-18,1.3922607938488512,UP
JDP2,-1.3916408364154091,3.8399637260435795,5.231604562458989,-11.169561032463804,2.1636772299133264e-19,98,50,2.2963610406772418e-18,1.3916408364154091,DOWN
IGHV3-62,1.3904243116992698,2.8271411454602293,1.4367168337609595,7.000401613669288,9.920654294405364e-11,98,50,4.1958094154044554e-10,1.3904243116992698,UP
TUBA1A,-1.390221995832114,6.815793366959667,8.206015362791781,-11.91466282781165,2.77436844364798e-23,98,50,4.505209003553469e-22,1.390221995832114,DOWN
STK39,1.390139645793333,5.7646283832768965,4.3744887374835635,13.536119918788241,1.1297090334571043e-26,98,50,2.6951824945717855e-25,1.390139645793333,UP
PANX2,1.3893127101128422,3.427703356764138,2.0383906466512958,8.021338471529369,5.995069937544323e-13,98,50,3.162639836036083e-12,1.3893127101128422,UP
IGLV8-61,1.388829641139818,6.259412799317693,4.870583158177875,4.174484344460134,6.02803058349673e-05,98,50,0.0001271331303178947,1.388829641139818,UP
TRHDE,-1.3883748492949064,0.30579559328283396,1.6941704425777404,-16.54735108201942,1.6921547738308055e-30,98,50,6.650640176829041e-29,1.3883748492949064,DOWN
CYP27B1,1.3881961867727843,2.665587802184114,1.2773916154113298,11.72109516539794,1.1529082090381293e-22,98,50,1.7484149857280777e-21,1.3881961867727843,UP
BHLHE41,-1.3872693109281609,3.7269675962280986,5.1142369071562594,-10.603609062107758,7.941034097560066e-20,98,50,8.831826535786927e-19,1.3872693109281609,DOWN
HLA-DRB1,-1.3872163897659089,10.704998068373394,12.092214458139303,-11.1640139945945,8.889572388250978e-21,98,50,1.100321601130438e-19,1.3872163897659089,DOWN
ICAM2,-1.3869006747883472,2.82175414053501,4.208654815323357,-13.879304490711986,1.0617348863756448e-26,98,50,2.545325553850726e-25,1.3869006747883472,DOWN
PDGFB,-1.3868433982052668,4.159518264032453,5.54636166223772,-8.81983738688751,3.2200177387422986e-14,98,50,1.9416549506535924e-13,1.3868433982052668,DOWN
RFC4,1.3864142079608999,4.205375464928355,2.8189612569674547,13.813952130396274,7.197190068624906e-27,98,50,1.7530933339996222e-25,1.3864142079608999,UP
ALPP,-1.385372774357274,1.1864267261830876,2.5717995005403615,-7.142509420046395,4.795158221802484e-11,98,50,2.0963543477988703e-10,1.385372774357274,DOWN
AP000866.2,-1.3848092700800199,1.46473449299615,2.84954376307617,-13.368730495394367,4.76364883368656e-27,98,50,1.1867019127353008e-25,1.3848092700800199,DOWN
APLNR,-1.3845810284083546,3.250831332475533,4.635412360883888,-6.594237006022012,3.3305191507453786e-09,98,50,1.1721573821656497e-08,1.3845810284083546,DOWN
AC106900.1,1.3839079280817361,1.5236257990539437,0.13971787097220767,10.046862362294863,3.627130659837422e-17,98,50,3.0195480134427147e-16,1.3839079280817361,UP
NFAM1,-1.3836858201170248,3.0407337156711343,4.424419535788159,-10.231793371264768,2.2010157227255414e-18,98,50,2.0928212149096353e-17,1.3836858201170248,DOWN
DNAH9,-1.3833520020362955,0.6094128026532586,1.992764804689554,-6.093682760239832,4.722697747954785e-08,98,50,1.4513835913885966e-07,1.3833520020362955,DOWN
VMO1,-1.3832411327010123,3.827516580833479,5.210757713534491,-8.160233317703346,1.6441296800501592e-13,98,50,9.192031336749686e-13,1.3832411327010123,DOWN
ASPHD1,1.3825576261779775,2.9664393251439245,1.583881698965947,8.266367068548234,1.259789274999009e-13,98,50,7.128087868004144e-13,1.3825576261779775,UP
LRRC10B,-1.3824706321352886,2.0949305280859614,3.47740116022125,-4.89913994588972,4.623612128070244e-06,98,50,1.123031728263276e-05,1.3824706321352886,DOWN
IGHV1-67,1.3814830525321895,2.368470937822521,0.9869878852903312,8.07164567910809,2.3667746192260063e-13,98,50,1.303642189763515e-12,1.3814830525321895,UP
VIM,-1.3811962180329465,7.766509343654461,9.147705561687408,-14.360977612580808,1.7441930792328349e-28,98,50,5.159359738120515e-27,1.3811962180329465,DOWN
BST1,-1.3810097497195772,2.676036596985957,4.057046346705534,-13.604437464639606,1.0641704556584572e-27,98,50,2.864404241492682e-26,1.3810097497195772,DOWN
IGKV2D-28,1.3804379381522716,2.7936374069635375,1.413199468811266,6.5944620075580405,7.396242199574662e-10,98,50,2.840721405443023e-09,1.3804379381522716,UP
ADGRE5,-1.3799273600795106,5.7562938392838205,7.136221199363331,-12.508337063999752,8.781669425361983e-25,98,50,1.688716742323508e-23,1.3799273600795106,DOWN
NCAPG2,1.3795090935517011,3.7681136702783142,2.388604576726613,12.582861102982053,5.268730263445645e-24,98,50,9.273153264744209e-23,1.3795090935517011,UP
CASP4LP,-1.3781651445221899,1.7315697296205572,3.109734874142747,-13.303277410693559,9.723244743746493e-26,98,50,2.098901737353592e-24,1.3781651445221899,DOWN
TPBG,1.3776655018726558,4.922192501969471,3.5445270000968154,11.186862334398526,2.600069946985895e-21,98,50,3.41768021679092e-20,1.3776655018726558,UP
SIX2,1.3774691870049893,2.2478790501893813,0.8704098631843921,7.087487681062259,6.482681930339043e-11,98,50,2.7957008630729905e-10,1.3774691870049893,UP
THY1,1.377382008294469,4.634797865969418,3.257415857674949,7.276303681542261,1.5214408707638087e-10,98,50,6.299691160581311e-10,1.377382008294469,UP
RADX,-1.3773171168837044,1.190549842241848,2.5678669591255523,-11.468611695185707,2.3998823604832216e-20,98,50,2.8234751921487156e-19,1.3773171168837044,DOWN
PC,1.377179769129957,3.9827785019412545,2.6055987328112975,11.951500429509366,2.5562809215856354e-23,98,50,4.1889885866183213e-22,1.377179769129957,UP
RN7SL8P,-1.3762878766147761,0.8066450000093834,2.1829328766241596,-7.949510146077711,4.863908029614581e-13,98,50,2.5971557624978535e-12,1.3762878766147761,DOWN
IGKV1D-8,1.376051690799898,3.575987041314909,2.1999353505150108,6.031075512548639,1.683216284404002e-08,98,50,5.461249349003611e-08,1.376051690799898,UP
TMTC1,-1.3759647446093262,1.614495029919136,2.9904597745284622,-9.235556509878862,6.566378391850717e-16,98,50,4.791222103225394e-15,1.3759647446093262,DOWN
ARHGEF37,-1.3759439383832528,2.3692630557375614,3.745206994120814,-10.423430994944814,4.3202454658874294e-19,98,50,4.427971067114752e-18,1.3759439383832528,DOWN
SULT1A1,-1.3758928184368013,2.4862247965964084,3.8621176150332097,-11.567985641383718,2.505294485182624e-22,98,50,3.634519131812733e-21,1.3758928184368013,DOWN
MYLK,-1.3754502899287182,3.5676182973183863,4.9430685872471045,-11.27166045923109,6.096901270744099e-21,98,50,7.701143538526317e-20,1.3754502899287182,DOWN
C1QC,-1.374578812882973,8.532024344573887,9.90660315745686,-9.462718432576962,7.383991751324713e-17,98,50,5.958534039003541e-16,1.374578812882973,DOWN
MGP,-1.3744957390399595,6.74653779350292,8.12103353254288,-8.533658203290623,1.7453406725699166e-14,98,50,1.0842434341877977e-13,1.3744957390399595,DOWN
AC119427.1,1.3743472630431521,3.3257176209164028,1.9513703578732506,11.74813210064766,7.712766109135344e-23,98,50,1.2010487398045803e-21,1.3743472630431521,UP
ARRB1,-1.3741794522688267,4.304023154196525,5.6782026064653515,-11.1865565729208,2.4178891773384064e-21,98,50,3.1867036385361897e-20,1.3741794522688267,DOWN
CILP,1.3736061733488056,2.767693490899688,1.3940873175508823,7.318286792009508,1.6709556534237308e-11,98,50,7.649177503955965e-11,1.3736061733488056,UP
SOCS3,-1.373483037049433,7.048704818893698,8.42218785594313,-5.816783389231505,1.2443444709654785e-07,98,50,3.6280355271388933e-07,1.373483037049433,DOWN
INKA1,-1.3733975426328966,2.364800680932415,3.7381982235653117,-10.226521279581986,2.379393892647797e-16,98,50,1.82029629708961e-15,1.3733975426328966,DOWN
GALNT7,1.3725676256960995,4.873294312374081,3.5007266866779814,12.846025581665735,7.50268105026816e-25,98,50,1.4512538933508902e-23,1.3725676256960995,UP
IGHV7-81,1.372184479989698,2.114784785715541,0.7426003057258428,9.155723727757843,4.464584316112187e-16,98,50,3.31912668714245e-15,1.372184479989698,UP
H4C8,1.3719748014495488,3.5701791402332046,2.198204338783656,10.322601236064463,4.000445031551212e-18,98,50,3.693438487248732e-17,1.3719748014495488,UP
PODNL1,1.3714662777401279,2.7774508832411056,1.4059846055009777,9.33918270000918,1.8602720958695457e-16,98,50,1.435961207022932e-15,1.3714662777401279,UP
SLC2A5,1.371205118875483,2.129918093799573,0.75871297492409,10.21882797570606,8.161081044357364e-19,98,50,8.124022654145852e-18,1.371205118875483,UP
IGKV1D-27,1.3710409849011795,2.365744213699623,0.9947032287984436,5.453868406855713,2.1878138211878762e-07,98,50,6.201949237361609e-07,1.3710409849011795,UP
LAPTM5,-1.370351231906822,7.0790477450859335,8.449398976992756,-11.144958087391116,2.9557806428398172e-21,98,50,3.864648912076183e-20,1.370351231906822,DOWN
