gene,log2FC_good_vs_bad,mean_good,mean_bad,t_statistic,p_value,fdr,abs_log2FC,direction
MMP11,-3.062777386551111,1.4583344071028015,4.521111793653913,-2.9800340625418933,0.014968295626882505,0.5513093049406389,3.062777386551111,NS
UBE2C,-3.0551437630617717,2.4142701684518975,5.469413931513669,-3.106716456188133,0.014745990251290989,0.5513093049406389,3.0551437630617717,NS
TMEM100,3.0483786730282136,6.180535951102682,3.132157278074468,2.1061016481847004,0.058376828997101546,0.5513093049406389,3.0483786730282136,NS
AGTR2,3.0169347160253643,4.233903915122929,1.2169691990975648,3.0238766826841044,0.00854710530077431,0.5513093049406389,3.0169347160253643,NS
VEGFD,2.9801040477523952,5.583883956778883,2.6037799090264877,2.753760227421451,0.01822405974413606,0.5513093049406389,2.9801040477523952,NS
IGHV3-7,-2.979793518474785,5.474616294027617,8.454409812502401,-4.0720530979840985,0.0016974544069420698,0.5513093049406389,2.979793518474785,NS
AQP4,2.968016570768781,7.306617666617986,4.338601095849205,2.203809088521388,0.04880633799836508,0.5513093049406389,2.968016570768781,NS
IGLV3-19,-2.946403633215036,6.024229880340775,8.97063351355581,-2.6309533887542393,0.019569282742601484,0.5513093049406389,2.946403633215036,NS
GPIHBP1,2.928468519607018,5.511617785617179,2.5831492660101607,2.4797121975894805,0.026390985616306786,0.5513093049406389,2.928468519607018,NS
BPIFB1,2.9270037165432545,6.590359292303132,3.6633555757598777,1.8639921099518189,0.0822391172187279,0.552891706906196,2.9270037165432545,NS
MYBL2,-2.902965223883599,1.9050085145658242,4.807973738449423,-3.040791997799218,0.014878584657684237,0.5513093049406389,2.902965223883599,NS
CA4,2.8962142964649042,5.0554096633265795,2.1591953668616752,2.3923583975143874,0.031678525633835115,0.5513093049406389,2.8962142964649042,NS
RPS28P7,-2.89301043750498,6.91179843218605,9.80480886969103,-2.446550524972063,0.030834802441602555,0.5513093049406389,2.89301043750498,NS
LGI3,2.8651060641334003,4.489492965556013,1.6243869014226129,2.2589191749153703,0.04043955369541257,0.5513093049406389,2.8651060641334003,NS
COL11A1,-2.858486848880274,0.18623511376308624,3.0447219626433606,-3.386129425448374,0.011485036336330934,0.5513093049406389,2.858486848880274,NS
SFTPB,2.8448280452296792,13.69640091762919,10.85157287239951,2.1436879634946515,0.05956187759421737,0.5513093049406389,2.8448280452296792,NS
FAM107A,2.8379635152683793,6.212506241834427,3.3745427265660473,2.2058126143519146,0.04880531071679439,0.5513093049406389,2.8379635152683793,NS
FABP4,2.8195543341106792,6.196009577810303,3.3764552436996236,1.947258505817923,0.07065880111534263,0.5513093049406389,2.8195543341106792,NS
FCN3,2.818155104793462,6.924393178712929,4.106238073919467,1.864080699239265,0.08340535705542539,0.552891706906196,2.818155104793462,NS
IGLV7-46,-2.8125785285120024,2.994352847480375,5.806931375992377,-2.9346313511858657,0.0110717208500769,0.5513093049406389,2.8125785285120024,NS
IGHM,-2.811161285694606,7.176086908064903,9.987248193759509,-2.4149540551498148,0.030153441498658985,0.5513093049406389,2.811161285694606,NS
IGLV1-41,-2.7989328753384126,0.8218012803432432,3.6207341556816557,-3.413471214273168,0.00753336936589903,0.5513093049406389,2.7989328753384126,NS
CST1,-2.7774056636640285,0.7887350757196617,3.56614073938369,-2.8873683912552606,0.01615028669277779,0.5513093049406389,2.7774056636640285,NS
