gene,sl_n_drivers,sl_drivers,deg_cancers_up,deg_cancers_down,deg_max_log2fc,deg_min_fdr,n_approved_drugs,n_total_drugs,is_druggable,top_drugs,dep_auc,n_dependent_lines,sl_max_lineages,sl_is_universal,composite_score
AC019193.2,0,,0,1,1.065475625323992,7.107008744935027e-16,0,0,False,,0.5,0,0,False,0.06666666666666667
AC020916.1,0,,0,1,1.339773810602782,8.67668117010735e-12,0,0,False,,0.5,0,0,False,0.06666666666666667
AC021016.1,0,,0,1,1.4292797992476505,1.758745566640973e-36,0,0,False,,0.5,0,0,False,0.06666666666666667
AC021739.2,0,,0,1,1.2402140322665516,7.608906353263949e-21,0,0,False,,0.5,0,0,False,0.06666666666666667
AC022497.1,0,,0,1,1.108722726931329,1.5116610194134433e-11,0,0,False,,0.5,0,0,False,0.06666666666666667
AC012236.1,0,,1,0,1.049755048866161,1.2826267406157151e-14,0,0,False,,0.5,0,0,False,0.06666666666666667
AC012513.3,0,,0,1,1.0074483430198515,1.0698641475618701e-16,0,0,False,,0.5,0,0,False,0.06666666666666667
AC013457.1,0,,0,1,2.4244183802924764,3.5034668210666944e-12,0,0,False,,0.5,0,0,False,0.06666666666666667
AC013553.3,0,,0,1,1.1876353742432442,5.889176975511956e-22,0,0,False,,0.5,0,0,False,0.06666666666666667
TMEM59L,0,,1,0,1.5530124907947638,4.286324867925496e-08,0,0,False,,0.5,0,0,False,0.06666666666666667
SYCP2,0,,1,0,1.1208161199659783,1.702970656778707e-06,0,0,False,,0.5,0,0,False,0.06666666666666667
SYDE1,0,,0,1,1.005972510763506,4.5336946205142704e-14,0,0,False,,0.5,0,0,False,0.06666666666666667
SYN2,0,,0,1,2.090321080783148,7.272826712614601e-26,0,0,False,,0.5,0,0,False,0.06666666666666667
SYNC,0,,0,1,1.4883146704379056,2.5697156816570094e-33,0,0,False,,0.5,0,0,False,0.06666666666666667
SYNDIG1,0,,1,0,1.8787551925179289,5.198322054928173e-19,0,0,False,,0.5,0,0,False,0.06666666666666667
SULT1A1,0,,0,1,1.3758928184368011,3.6345191318127326e-21,0,0,False,,0.5,0,0,False,0.06666666666666667
SULT1C3,0,,0,1,1.8805298501133636,0.0003483666645762,0,0,False,,0.5,0,0,False,0.06666666666666667
SULT2B1,0,,0,1,1.1679122940361937,4.035842587215543e-12,0,0,False,,0.5,0,0,False,0.06666666666666667
SUSD2,0,,0,1,3.4275543426408905,1.5188161592029632e-27,0,0,False,,0.5,0,0,False,0.06666666666666667
SUSD3,0,,1,0,1.5500234441411482,4.9295207769950655e-06,0,0,False,,0.5,0,0,False,0.06666666666666667
SUSD4,0,,1,0,1.1576490437540956,9.570701944776592e-07,0,0,False,,0.5,0,0,False,0.06666666666666667
STX12,0,,0,1,1.0137827859714923,6.6371306073804855e-28,0,0,False,,0.5,0,0,False,0.06666666666666667
AC103563.3,0,,1,0,1.018036771873476,9.583436532579793e-08,0,0,False,,0.5,0,0,False,0.06666666666666667
STX1A,0,,1,0,2.059557472485767,9.426279391322092e-30,0,0,False,,0.5,0,0,False,0.06666666666666667
STXBP1,0,,0,1,1.0638210279285705,1.0038503765709645e-15,0,0,False,,0.5,0,0,False,0.06666666666666667
STXBP2,0,,1,0,1.2969887270270006,1.3836174178086032e-10,0,0,False,,0.5,0,0,False,0.06666666666666667
STYK1,0,,1,0,1.6566033101335245,1.2466512644399487e-27,0,0,False,,0.5,0,0,False,0.06666666666666667
TBX4,0,,0,1,2.313948253380752,8.813086331670634e-29,0,0,False,,0.5,0,0,False,0.06666666666666667
TBX5,0,,0,1,1.4878098760565304,1.0439619014945048e-19,0,0,False,,0.5,0,0,False,0.06666666666666667
TBX5-AS1,0,,0,1,1.6730136306718308,1.891620393566408e-23,0,0,False,,0.5,0,0,False,0.06666666666666667
TCEAL5,0,,0,1,2.134051507870608,3.8806347506824886e-15,0,0,False,,0.5,0,0,False,0.06666666666666667
TCF15,0,,0,1,1.0466649038959392,3.1618707237277456e-11,0,0,False,,0.5,0,0,False,0.06666666666666667
TCF21,0,,0,1,2.9458614193789776,1.8589950222149716e-39,0,0,False,,0.5,0,0,False,0.06666666666666667
TAT,0,,0,1,3.2899409067661423,7.058342950157925e-11,0,0,False,,0.5,0,0,False,0.06666666666666667
TBC1D2,0,,0,1,1.2840570412130772,3.534250030513392e-18,0,0,False,,0.5,0,0,False,0.06666666666666667
STX19,0,,0,1,1.3118646572510255,7.750895221756849e-08,0,0,False,,0.5,0,0,False,0.06666666666666667
AC120498.4,0,,1,0,1.2344698973978976,9.928145260803747e-06,0,0,False,,0.5,0,0,False,0.06666666666666667
AC125603.2,0,,1,0,1.0359669562584015,4.093317964148543e-06,0,0,False,,0.5,0,0,False,0.06666666666666667
AC125807.2,0,,0,1,1.760021353745104,3.036662163934778e-22,0,0,False,,0.5,0,0,False,0.06666666666666667
AC127526.5,0,,0,1,1.098445785798272,1.7150837849516478e-11,0,0,False,,0.5,0,0,False,0.06666666666666667
AC128709.3,0,,0,1,1.955848523537192,1.908180085385123e-22,0,0,False,,0.5,0,0,False,0.06666666666666667
AC112722.1,0,,0,1,1.4643556260219384,4.664754610322732e-15,0,0,False,,0.5,0,0,False,0.06666666666666667
AC113189.3,0,,1,0,1.7189669336362692,1.4771318728778608e-20,0,0,False,,0.5,0,0,False,0.06666666666666667
AC113349.1,0,,0,1,1.2081846158245386,8.576388688672695e-07,0,0,False,,0.5,0,0,False,0.06666666666666667
AC113368.1,0,,0,1,1.2894327512263797,6.712664960678534e-13,0,0,False,,0.5,0,0,False,0.06666666666666667
AC114488.1,0,,0,1,1.1229913900682027,2.948084048574741e-14,0,0,False,,0.5,0,0,False,0.06666666666666667
AC116407.1,0,,0,1,2.090127369889079,1.8358857361899864e-31,0,0,False,,0.5,0,0,False,0.06666666666666667
AC117509.1,0,,0,1,1.1485204867179817,1.853998153390395e-09,0,0,False,,0.5,0,0,False,0.06666666666666667
SV2B,0,,0,1,1.060826556911501,5.1597107372514827e-17,0,0,False,,0.5,0,0,False,0.06666666666666667
AC108860.2,0,,1,0,1.0585725141086424,3.643923312885427e-13,0,0,False,,0.5,0,0,False,0.06666666666666667
ST6GALNAC5,0,,0,1,2.3186885941443696,5.936879852836982e-37,0,0,False,,0.5,0,0,False,0.06666666666666667
ST8SIA6,0,,0,1,2.7818191860370245,1.0815824307909635e-28,0,0,False,,0.5,0,0,False,0.06666666666666667
STAC2,0,,0,1,3.6184765940348544,4.104229039581093e-12,0,0,False,,0.5,0,0,False,0.06666666666666667
STAC3,0,,0,1,1.0901490860886902,5.806612545030725e-20,0,0,False,,0.5,0,0,False,0.06666666666666667
STARD10,0,,1,0,1.9395678954064373,3.87414474312724e-14,0,0,False,,0.5,0,0,False,0.06666666666666667
STARD13,0,,0,1,1.9242065328940208,3.6559978302192026e-35,0,0,False,,0.5,0,0,False,0.06666666666666667
SYNDIG1L,0,,0,1,1.6192361664437658,1.3631309009676631e-16,0,0,False,,0.5,0,0,False,0.06666666666666667
SYNE4,0,,1,0,1.359937946773648,1.8780906384772182e-08,0,0,False,,0.5,0,0,False,0.06666666666666667
SYNGR2,0,,1,0,1.0228743356259606,2.620402574397129e-17,0,0,False,,0.5,0,0,False,0.06666666666666667
SYNJ2,0,,1,0,1.1782301338025878,5.006348470768969e-22,0,0,False,,0.5,0,0,False,0.06666666666666667
SUV39H2,0,,1,0,1.0022169916281984,9.147842983455355e-27,0,0,False,,0.5,0,0,False,0.06666666666666667
AC108477.1,0,,0,1,1.16109459058712,6.042721929580505e-19,0,0,False,,0.5,0,0,False,0.06666666666666667
AC073149.1,0,,0,1,1.4258908923169655,4.6929636603469055e-14,0,0,False,,0.5,0,0,False,0.06666666666666667
AC073850.1,0,,0,1,2.601768599138375,1.3626552214246457e-17,0,0,False,,0.5,0,0,False,0.06666666666666667
AC073869.6,0,,1,0,1.4086069692036305,5.551428147664605e-07,0,0,False,,0.5,0,0,False,0.06666666666666667
AC079210.1,0,,0,1,1.265182334213226,2.1275975953475194e-10,0,0,False,,0.5,0,0,False,0.06666666666666667
AC079467.1,0,,0,1,2.4315268989517573,1.3606117696517514e-20,0,0,False,,0.5,0,0,False,0.06666666666666667
AC036108.3,0,,0,1,2.002428277812052,3.116629048909025e-20,0,0,False,,0.5,0,0,False,0.06666666666666667
AC044784.1,0,,1,0,2.589797453426643,4.45513454549224e-14,0,0,False,,0.5,0,0,False,0.06666666666666667
AC046195.1,0,,0,1,1.8125528376000768,1.3773005682186395e-24,0,0,False,,0.5,0,0,False,0.06666666666666667
AC048341.2,0,,1,0,1.1024897507943747,4.538624661983683e-10,0,0,False,,0.5,0,0,False,0.06666666666666667
AC055854.1,0,,1,0,1.531154237078837,7.879920020912708e-12,0,0,False,,0.5,0,0,False,0.06666666666666667
AC067817.2,0,,0,1,1.4336632934147977,5.540364033931802e-16,0,0,False,,0.5,0,0,False,0.06666666666666667
AC068533.2,0,,0,1,1.0031808871038734,2.3359104628827427e-10,0,0,False,,0.5,0,0,False,0.06666666666666667
TBX18,0,,0,1,1.0575317655790788,4.2255059134419254e-13,0,0,False,,0.5,0,0,False,0.06666666666666667
AC103706.1,0,,1,0,1.008007964097155,5.263907240794943e-12,0,0,False,,0.5,0,0,False,0.06666666666666667
AC104212.2,0,,0,1,1.2273843857231044,7.7451128625743e-09,0,0,False,,0.5,0,0,False,0.06666666666666667
AC104237.2,0,,0,1,1.5652957917152892,8.059548438081881e-31,0,0,False,,0.5,0,0,False,0.06666666666666667
AC104407.1,0,,0,1,2.151828518194569,7.846231495115464e-13,0,0,False,,0.5,0,0,False,0.06666666666666667
AC104984.4,0,,0,1,2.970100890814015,9.466394587184537e-24,0,0,False,,0.5,0,0,False,0.06666666666666667
AC105052.5,0,,0,1,1.1050188242834158,8.100730189445868e-07,0,0,False,,0.5,0,0,False,0.06666666666666667
AC097713.1,0,,0,1,2.2350082279957326,1.7442536801875978e-14,0,0,False,,0.5,0,0,False,0.06666666666666667
AC099509.1,0,,1,0,1.401922833449985,3.9025660393339317e-14,0,0,False,,0.5,0,0,False,0.06666666666666667
AC099677.1,0,,0,1,1.3512070994352618,3.0298276474075053e-07,0,0,False,,0.5,0,0,False,0.06666666666666667
AC100793.4,0,,0,1,1.2030203215788893,2.2504302833866828e-17,0,0,False,,0.5,0,0,False,0.06666666666666667
AC100861.1,0,,1,0,1.0277032352679312,1.8320621371732102e-32,0,0,False,,0.5,0,0,False,0.06666666666666667
AC103563.1,0,,1,0,1.5079753330757073,1.165847301897385e-09,0,0,False,,0.5,0,0,False,0.06666666666666667
AC068587.2,0,,0,1,1.2798172835361268,1.587307094375336e-08,0,0,False,,0.5,0,0,False,0.06666666666666667
TBX2,0,,0,1,1.9215182016895545,1.042267726191661e-21,0,0,False,,0.5,0,0,False,0.06666666666666667
TBX2-AS1,0,,0,1,1.82676520504702,1.962311943452621e-28,0,0,False,,0.5,0,0,False,0.06666666666666667
TBX3,0,,0,1,2.028269812178054,1.6352818641790158e-26,0,0,False,,0.5,0,0,False,0.06666666666666667
TAC1,0,,0,1,1.2770505282161857,4.6738614726835695e-09,0,0,False,,0.5,0,0,False,0.06666666666666667
TACR1,0,,0,1,2.521774474448349,5.585969247121322e-28,0,0,False,,0.5,0,0,False,0.06666666666666667
TAGLN,0,,0,1,1.4726197167713009,2.1498877790157693e-11,0,0,False,,0.5,0,0,False,0.06666666666666667
SYNPR-AS1,0,,1,0,1.2069331613110836,4.341744540160447e-10,0,0,False,,0.5,0,0,False,0.06666666666666667
SYP,0,,0,1,1.0668426435400862,6.342918464677612e-15,0,0,False,,0.5,0,0,False,0.06666666666666667
SYT12,0,,1,0,2.005587501098661,6.702379126961468e-18,0,0,False,,0.5,0,0,False,0.06666666666666667
SYT7,0,,1,0,2.4391444584127244,2.0874657979932844e-22,0,0,False,,0.5,0,0,False,0.06666666666666667
SYT8,0,,0,1,1.3616536545221494,8.23368902128506e-07,0,0,False,,0.5,0,0,False,0.06666666666666667
TFAP4,0,,1,0,1.0150950859465078,1.100321601130438e-19,0,0,False,,0.5,0,0,False,0.06666666666666667
AC072022.2,0,,0,1,1.1449307117366696,1.195154927172964e-13,0,0,False,,0.5,0,0,False,0.06666666666666667
TFF2,0,,1,0,1.0754330271249375,6.473227689320399e-05,0,0,False,,0.5,0,0,False,0.06666666666666667
TFF3,0,,1,0,1.1147135884030224,0.0099593781518428,0,0,False,,0.5,0,0,False,0.06666666666666667
TFPI,0,,0,1,1.9445218517853815,4.5641380666956726e-26,0,0,False,,0.5,0,0,False,0.06666666666666667
TFPT,0,,1,0,1.0711228958622865,3.9751675370615305e-10,0,0,False,,0.5,0,0,False,0.06666666666666667
TEKT2,0,,0,1,1.461317137584185,8.207991626044749e-06,0,0,False,,0.5,0,0,False,0.06666666666666667
TENM2,0,,0,1,1.5015798209747897,8.577131860628268e-11,0,0,False,,0.5,0,0,False,0.06666666666666667
TENT5B,0,,0,1,2.874212256353579,1.1638843972214624e-39,0,0,False,,0.5,0,0,False,0.06666666666666667
TF,0,,0,1,2.559917660706355,4.908508153782758e-26,0,0,False,,0.5,0,0,False,0.06666666666666667
TDO2,0,,1,0,1.215467416264174,7.508210399360544e-20,0,0,False,,0.5,0,0,False,0.06666666666666667
TDRD10,0,,0,1,1.4440478148200833,2.343124837880146e-28,0,0,False,,0.5,0,0,False,0.06666666666666667
TDRKH,0,,1,0,1.2314190598537054,5.756266001565776e-24,0,0,False,,0.5,0,0,False,0.06666666666666667
TDRKH-AS1,0,,1,0,1.010439719972961,1.4717689446976596e-25,0,0,False,,0.5,0,0,False,0.06666666666666667
TFB2M,0,,1,0,1.0819940131448824,7.03979035775758e-26,0,0,False,,0.5,0,0,False,0.06666666666666667
UGP2,0,,0,1,1.1145143279222998,1.939638453822523e-16,0,0,False,,0.5,0,0,False,0.06666666666666667
UGT2B11,0,,0,1,1.7135537461547905,0.0006434236471006,0,0,False,,0.5,0,0,False,0.06666666666666667
UGT2B28,0,,0,1,1.707712972412108,0.0004589382051598,0,0,False,,0.5,0,0,False,0.06666666666666667
TYRO3,0,,0,1,1.3411276103905865,1.661773707957758e-09,0,0,False,,0.5,0,0,False,0.06666666666666667
TYROBP,0,,0,1,1.7864161599334931,7.501475484593171e-24,0,0,False,,0.5,0,0,False,0.06666666666666667
TYRP1,0,,0,1,1.0973497456482617,2.536160256726336e-11,0,0,False,,0.5,0,0,False,0.06666666666666667
UACA,0,,0,1,1.1641331290890236,2.244662278912208e-15,0,0,False,,0.5,0,0,False,0.06666666666666667
UBASH3B,0,,0,1,1.641554259777307,4.217430988941265e-27,0,0,False,,0.5,0,0,False,0.06666666666666667
VSIG10,0,,0,1,1.1098377854019277,1.0206637131494672e-17,0,0,False,,0.5,0,0,False,0.06666666666666667
VSTM2L,0,,1,0,1.208699863088981,7.234561065295812e-06,0,0,False,,0.5,0,0,False,0.06666666666666667
VTCN1,0,,1,0,1.2252219379483318,3.5678792038785348e-06,0,0,False,,0.5,0,0,False,0.06666666666666667
VTN,0,,0,1,1.0647224404862652,1.8052508534622e-09,0,0,False,,0.5,0,0,False,0.06666666666666667
TP63,0,,0,1,2.698786140650731,3.163087682439346e-14,0,0,False,,0.5,0,0,False,0.06666666666666667
VLDLR,0,,0,1,1.6928013895325935,2.8768752115359267e-16,0,0,False,,0.5,0,0,False,0.06666666666666667
AC011899.2,0,,0,1,1.4413983057297666,1.387303238034849e-19,0,0,False,,0.5,0,0,False,0.06666666666666667
AC009686.2,0,,1,0,1.189055394776432,5.758447451710685e-14,0,0,False,,0.5,0,0,False,0.06666666666666667
AC010326.3,0,,1,0,1.041773787791107,7.775381451294614e-09,0,0,False,,0.5,0,0,False,0.06666666666666667
AC010326.4,0,,1,0,1.098787015153467,4.012622887657809e-12,0,0,False,,0.5,0,0,False,0.06666666666666667
AC010457.1,0,,0,1,1.0053810424427734,2.0884270856335623e-11,0,0,False,,0.5,0,0,False,0.06666666666666667
AC010503.4,0,,1,0,1.556436674444064,1.3323303520668382e-08,0,0,False,,0.5,0,0,False,0.06666666666666667
AC010719.1,0,,1,0,1.3341768402394076,4.720837935376049e-15,0,0,False,,0.5,0,0,False,0.06666666666666667
ZDHHC12,0,,1,0,1.0952542002140009,6.942392112402855e-17,0,0,False,,0.5,0,0,False,0.06666666666666667
ZNF552,0,,1,0,1.2974843128634168,1.0747616890416197e-07,0,0,False,,0.5,0,0,False,0.06666666666666667
ZNF608,0,,0,1,1.2078050613642215,1.616230491645354e-13,0,0,False,,0.5,0,0,False,0.06666666666666667
ZNF677,0,,0,1,1.122210742278708,2.0678200794964213e-15,0,0,False,,0.5,0,0,False,0.06666666666666667
VIT,0,,0,1,2.803422251312804,1.6709575773786275e-35,0,0,False,,0.5,0,0,False,0.06666666666666667
AC034105.1,0,,1,0,1.2834192383486975,5.199424284596429e-11,0,0,False,,0.5,0,0,False,0.06666666666666667
AC034139.1,0,,0,1,1.0552757052146131,2.152951788455206e-12,0,0,False,,0.5,0,0,False,0.06666666666666667
AC022509.2,0,,0,1,1.5100498458471654,4.809563792275077e-10,0,0,False,,0.5,0,0,False,0.06666666666666667
AC024075.1,0,,0,1,1.0395568827273105,2.528379994920548e-09,0,0,False,,0.5,0,0,False,0.06666666666666667
AC024909.1,0,,0,1,1.6476538511654075,1.0396178122517513e-17,0,0,False,,0.5,0,0,False,0.06666666666666667
AC025470.2,0,,0,1,1.7400783660060546,9.395184903937956e-20,0,0,False,,0.5,0,0,False,0.06666666666666667
AC025575.2,0,,1,0,1.350908563773472,1.7014995697973278e-10,0,0,False,,0.5,0,0,False,0.06666666666666667
AC025580.1,0,,1,0,1.985814343204628,3.4824042076198105e-19,0,0,False,,0.5,0,0,False,0.06666666666666667
AC026273.1,0,,1,0,1.0615897638047307,2.1888304799788897e-18,0,0,False,,0.5,0,0,False,0.06666666666666667
AC026369.3,0,,0,1,3.094386190404349,2.309611456581768e-28,0,0,False,,0.5,0,0,False,0.06666666666666667
AC018629.1,0,,0,1,1.9107949085923064,4.97718721460668e-11,0,0,False,,0.5,0,0,False,0.06666666666666667
AC018755.4,0,,0,1,1.6350885875463883,2.0577407545593141e-19,0,0,False,,0.5,0,0,False,0.06666666666666667
UGDH,0,,1,0,1.3283760590312728,2.521218409272065e-16,0,0,False,,0.5,0,0,False,0.06666666666666667
TTLL10,0,,0,1,1.1879611280581786,2.1722490628059192e-08,0,0,False,,0.5,0,0,False,0.06666666666666667
TTLL12,0,,1,0,1.025432229593851,2.4705540349760486e-10,0,0,False,,0.5,0,0,False,0.06666666666666667
TTLL7,0,,0,1,1.4591929290785557,9.944872973698364e-20,0,0,False,,0.5,0,0,False,0.06666666666666667
USP44,0,,0,1,1.183485174096169,6.38395228608925e-16,0,0,False,,0.5,0,0,False,0.06666666666666667
USP53,0,,0,1,1.206382163488014,1.930193418228258e-15,0,0,False,,0.5,0,0,False,0.06666666666666667
UNC13B,0,,0,1,1.0059040800958543,3.7269643733773e-10,0,0,False,,0.5,0,0,False,0.06666666666666667
UNC13D,0,,0,1,1.2093620134384766,1.4108414293318677e-13,0,0,False,,0.5,0,0,False,0.06666666666666667
UNC5B,0,,1,0,1.5827517895060774,1.4177206995831635e-20,0,0,False,,0.5,0,0,False,0.06666666666666667
UNC5CL,0,,1,0,2.027132397999437,2.9162105863762806e-24,0,0,False,,0.5,0,0,False,0.06666666666666667
UPK3B,0,,0,1,5.211812332126028,6.463636073354368e-51,0,0,False,,0.5,0,0,False,0.06666666666666667
UBL3,0,,0,1,1.1913496254527214,6.30210562910466e-23,0,0,False,,0.5,0,0,False,0.06666666666666667
UCHL1,0,,1,0,1.6539853858779323,2.175898724668005e-08,0,0,False,,0.5,0,0,False,0.06666666666666667
TTC39C,0,,1,0,1.048045877730368,9.019283999966615e-17,0,0,False,,0.5,0,0,False,0.06666666666666667
AC000082.1,0,,0,1,1.253448571197631,1.2990067221467853e-12,0,0,False,,0.5,0,0,False,0.06666666666666667
ZDHHC9,0,,1,0,1.1807487300513957,6.517070322807057e-16,0,0,False,,0.5,0,0,False,0.06666666666666667
AC002546.1,0,,0,1,2.530772578401273,1.8850543000996754e-11,0,0,False,,0.5,0,0,False,0.06666666666666667
AC004233.2,0,,1,0,1.178410038256196,1.0246570461957894e-14,0,0,False,,0.5,0,0,False,0.06666666666666667
AC004540.2,0,,0,1,1.0171960207502275,4.278440075506308e-21,0,0,False,,0.5,0,0,False,0.06666666666666667
AC004832.1,0,,0,1,1.1937310583931335,8.114164958629586e-08,0,0,False,,0.5,0,0,False,0.06666666666666667
ABHD17C,0,,1,0,1.1961551951582008,2.5764866249067625e-10,0,0,False,,0.5,0,0,False,0.06666666666666667
ABO,0,,0,1,1.1342596099571305,5.981797641714456e-11,0,0,False,,0.5,0,0,False,0.06666666666666667
ABRACL,0,,1,0,1.1088913427855838,1.1406692686429062e-09,0,0,False,,0.5,0,0,False,0.06666666666666667
ABCB5,0,,0,1,1.396363686486308,4.442463007266454e-16,0,0,False,,0.5,0,0,False,0.06666666666666667
ABCC3,0,,1,0,2.0520345705060947,4.116465966334616e-22,0,0,False,,0.5,0,0,False,0.06666666666666667
ABCD2,0,,0,1,2.2293833141051955,5.0396718059566145e-14,0,0,False,,0.5,0,0,False,0.06666666666666667
ZNF692,0,,1,0,1.322600042804265,2.330806102767832e-16,0,0,False,,0.5,0,0,False,0.06666666666666667
DIPK2A,0,,0,1,1.0024231791023643,4.103026124221533e-10,0,0,False,,0.5,0,0,False,0.06666666666666667
DEPDC7,0,,1,0,1.0063569045538612,2.416338944815976e-15,0,0,False,,0.5,0,0,False,0.06666666666666667
DEPTOR,0,,1,0,1.4192644487385158,3.876404022271804e-15,0,0,False,,0.5,0,0,False,0.06666666666666667
DERL3,0,,1,0,1.4418519173789783,2.22575397124251e-16,0,0,False,,0.5,0,0,False,0.06666666666666667
DGAT2,0,,0,1,2.741992725729022,5.477837799148764e-12,0,0,False,,0.5,0,0,False,0.06666666666666667
DGCR5,0,,1,0,1.1181545387138037,2.5200479199856746e-19,0,0,False,,0.5,0,0,False,0.06666666666666667
DHCR24,0,,0,1,1.2642354557113178,1.439035598634938e-23,0,0,False,,0.5,0,0,False,0.06666666666666667
DOP1B,0,,1,0,1.0523874873588517,8.09701030520916e-14,0,0,False,,0.5,0,0,False,0.06666666666666667
DPEP2,0,,0,1,2.154941304041169,1.0864217341836094e-48,0,0,False,,0.5,0,0,False,0.06666666666666667
DPP3,0,,1,0,1.3374400590858118,1.6941809137927065e-19,0,0,False,,0.5,0,0,False,0.06666666666666667
DPP4,0,,0,1,1.178147973233957,5.991260687284039e-12,0,0,False,,0.5,0,0,False,0.06666666666666667
ZBED2,0,,0,1,2.425098184519033,5.8212967894495505e-24,0,0,False,,0.5,0,0,False,0.06666666666666667
ABCG1,0,,0,1,1.6221042836211057,8.864049216968601e-32,0,0,False,,0.5,0,0,False,0.06666666666666667
ZNF703,0,,1,0,1.0170415334599214,9.435445538290092e-07,0,0,False,,0.5,0,0,False,0.06666666666666667
ZP3,0,,1,0,1.3592938241466743,1.1959958093025468e-15,0,0,False,,0.5,0,0,False,0.06666666666666667
ZNF385D,0,,0,1,1.068170841441244,2.6619235047752127e-14,0,0,False,,0.5,0,0,False,0.06666666666666667
ZNF428,0,,1,0,1.0103553896768278,2.6141019443841832e-09,0,0,False,,0.5,0,0,False,0.06666666666666667
ZNF462,0,,0,1,1.3725896918661324,7.077273870785984e-16,0,0,False,,0.5,0,0,False,0.06666666666666667
ZNF467,0,,1,0,1.3360100378899131,2.859941178374063e-15,0,0,False,,0.5,0,0,False,0.06666666666666667
ZNF48,0,,1,0,1.0068486646135546,1.8486945133008212e-14,0,0,False,,0.5,0,0,False,0.06666666666666667
ZNF502,0,,0,1,1.118125243635658,3.1107009355631244e-16,0,0,False,,0.5,0,0,False,0.06666666666666667
ZNF521,0,,0,1,1.0147105252277826,1.4736918109303796e-09,0,0,False,,0.5,0,0,False,0.06666666666666667
ZNF217,0,,1,0,1.1715904537863322,1.3799928696847793e-19,0,0,False,,0.5,0,0,False,0.06666666666666667
ZNF296,0,,1,0,1.333472627652819,3.168263622494495e-10,0,0,False,,0.5,0,0,False,0.06666666666666667
ZNF300P1,0,,0,1,1.557833614432211,6.052836481850147e-16,0,0,False,,0.5,0,0,False,0.06666666666666667
AC000050.2,0,,0,1,1.3494912796993388,4.6043070382566175e-14,0,0,False,,0.5,0,0,False,0.06666666666666667
ZNF367,0,,1,0,1.2971994760154528,2.39558810148216e-17,0,0,False,,0.5,0,0,False,0.06666666666666667
ZNF385B,0,,0,1,2.629080422646671,3.8822413028094325e-26,0,0,False,,0.5,0,0,False,0.06666666666666667
ZFP69B,0,,1,0,1.0295229003259765,1.5426069237312604e-23,0,0,False,,0.5,0,0,False,0.06666666666666667
ZFPM2-AS1,0,,1,0,1.7033099571642618,3.0597188529911346e-21,0,0,False,,0.5,0,0,False,0.06666666666666667
ZFYVE9,0,,0,1,1.2301116898968645,3.03375250691663e-17,0,0,False,,0.5,0,0,False,0.06666666666666667
ZMYND15,0,,0,1,1.125838115424942,1.796272711841408e-19,0,0,False,,0.5,0,0,False,0.06666666666666667
ZEB1,0,,0,1,1.423164596411389,2.4406355892364822e-20,0,0,False,,0.5,0,0,False,0.06666666666666667
AC005180.2,0,,0,1,1.0807480085857375,3.2073923549550616e-15,0,0,False,,0.5,0,0,False,0.06666666666666667
AC005225.4,0,,0,1,1.1721310848541229,5.544186278507677e-14,0,0,False,,0.5,0,0,False,0.06666666666666667
AC005682.1,0,,0,1,1.5810830513295309,4.550329682734703e-22,0,0,False,,0.5,0,0,False,0.06666666666666667
AC006273.1,0,,0,1,1.5611448029830142,8.204490009003684e-30,0,0,False,,0.5,0,0,False,0.06666666666666667
AC007342.4,0,,1,0,1.0206438684443184,3.9302358208985743e-16,0,0,False,,0.5,0,0,False,0.06666666666666667
ZNF331,0,,0,1,1.0437368752106044,2.8766296565404288e-11,0,0,False,,0.5,0,0,False,0.06666666666666667
TRIM31-AS1,0,,1,0,1.0571952666404982,6.162974922517669e-15,0,0,False,,0.5,0,0,False,0.06666666666666667
TRARG1,0,,0,1,4.936727201507274,4.723870790184892e-20,0,0,False,,0.5,0,0,False,0.06666666666666667
TRDN,0,,0,1,1.5063745229439771,1.705197554645603e-07,0,0,False,,0.5,0,0,False,0.06666666666666667
TREM1,0,,0,1,1.5828733092966472,4.847777976140925e-15,0,0,False,,0.5,0,0,False,0.06666666666666667
TRGC2,0,,0,1,1.4614641646603292,3.8091812595549866e-14,0,0,False,,0.5,0,0,False,0.06666666666666667
TRGJP2,0,,0,1,2.4240849899148835,1.6811219374490037e-15,0,0,False,,0.5,0,0,False,0.06666666666666667
TRGV7,0,,0,1,1.121272783862301,9.438559630685553e-17,0,0,False,,0.5,0,0,False,0.06666666666666667
TPTEP1,0,,0,1,1.6275848774772,1.6543264690962853e-18,0,0,False,,0.5,0,0,False,0.06666666666666667
TRABD2B,0,,0,1,1.4801178868230362,3.8223020795221436e-13,0,0,False,,0.5,0,0,False,0.06666666666666667
TRAF2,0,,1,0,1.1282660838670455,1.5481185341828097e-12,0,0,False,,0.5,0,0,False,0.06666666666666667
TRAIP,0,,1,0,1.2065591425997837,2.387083260014873e-27,0,0,False,,0.5,0,0,False,0.06666666666666667
TRAP1,0,,1,0,1.1119498356219166,2.8055091229607883e-31,0,0,False,,0.5,0,0,False,0.06666666666666667
AC027288.3,0,,0,1,2.9646904902576354,1.5853054323779027e-41,0,0,False,,0.5,0,0,False,0.06666666666666667
TPRG1-AS1,0,,0,1,1.0707911704890205,2.268746749317428e-12,0,0,False,,0.5,0,0,False,0.06666666666666667
TPRN,0,,1,0,1.7952368485902483,7.248281643214003e-21,0,0,False,,0.5,0,0,False,0.06666666666666667
